HMDB	KEGG	LipidMaps	compoundName_HMDB	compoundName_LipidMaps
HMDB0290330			SM(d16:2(4E,8Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290331			SM(d16:2(4E,8Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290332			SM(d16:2(4E,8Z)/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290333			SM(d16:2(4E,8Z)/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290334			SM(d16:2(4E,8Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290335			SM(d16:2(4E,8Z)/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290336			SM(d16:2(4E,8Z)/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290337			SM(d16:2(4E,8Z)/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290338			SM(d16:2(4E,8Z)/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290339			SM(d16:2(4E,8Z)/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290340			SM(d16:2(4E,8Z)/18:3(10,12,15)-OH(9))	
HMDB0290341			SM(d16:2(4E,8Z)/18:3(9,11,15)-OH(13))	
HMDB0290342			SM(d16:2(4E,8Z)/PGE1)	
HMDB0290343			SM(d16:2(4E,8Z)/PGD1)	
HMDB0290344			SM(d16:2(4E,8Z)/PGF1alpha)	
HMDB0290345			SM(d16:2(4E,8Z)/20:3(6,8,11)-OH(5))	
HMDB0290346			SM(d17:1/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290347			SM(d17:1/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290348			SM(d17:1/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290349			SM(d17:1/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290350			SM(d17:1/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290351			SM(d17:1/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290352			SM(d17:1/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290353			SM(d17:1/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290354			SM(d17:1/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290355			SM(d17:1/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290356			SM(d17:1/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290357			SM(d17:1/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290358			SM(d17:1/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290359			SM(d17:1/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290360			SM(d17:1/PGE2)	
HMDB0290361			SM(d17:1/PGD2)	
HMDB0290362			SM(d17:1/6 keto-PGF1alpha)	
HMDB0290363			SM(d17:1/PGF2alpha)	
HMDB0290364			SM(d17:1/PGJ2)	
HMDB0290365			SM(d17:1/LTE4)	
HMDB0290366			SM(d17:1/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290367			SM(d17:1/TXB2)	
HMDB0290368			SM(d17:1/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290369			SM(d17:1/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290370			SM(d17:1/5-iso PGF2VI)	
HMDB0290371			SM(d17:1/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290372			SM(d17:1/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290373			SM(d17:1/18:2(10E,12Z)+=O(9))	
HMDB0290374			SM(d17:1/18:2(9Z,11E)+=O(13))	
HMDB0290375			SM(d17:1/18:1(12Z)-2OH(9,10))	
HMDB0290376			SM(d17:1/18:1(12Z)-O(9S,10R))	
HMDB0290377			SM(d17:1/18:1(9Z)-O(12,13))	
HMDB0290378			SM(d17:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290379			SM(d17:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290380			SM(d17:1/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290381			SM(d17:1/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290382			SM(d17:1/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290383			SM(d17:1/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290384			SM(d17:1/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290385			SM(d17:1/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290386			SM(d17:1/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290387			SM(d17:1/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290388			SM(d17:1/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290389			SM(d17:1/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290390			SM(d17:1/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290391			SM(d17:1/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290392			SM(d17:1/18:3(10,12,15)-OH(9))	
HMDB0290393			SM(d17:1/18:3(9,11,15)-OH(13))	
HMDB0290394			SM(d17:1/PGE1)	
HMDB0290395			SM(d17:1/PGD1)	
HMDB0290396			SM(d17:1/PGF1alpha)	
HMDB0290397			SM(d17:1/20:3(6,8,11)-OH(5))	
HMDB0290398			SM(d17:2(4E,8Z)/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290399			SM(d17:2(4E,8Z)/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290400			SM(d17:2(4E,8Z)/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290401			SM(d17:2(4E,8Z)/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290402			SM(d17:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290403			SM(d17:2(4E,8Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290404			SM(d17:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290405			SM(d17:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290406			SM(d17:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290407			SM(d17:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290408			SM(d17:2(4E,8Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290409			SM(d17:2(4E,8Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290410			SM(d17:2(4E,8Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290411			SM(d17:2(4E,8Z)/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290412			SM(d17:2(4E,8Z)/PGE2)	
HMDB0290413			SM(d17:2(4E,8Z)/PGD2)	
HMDB0290414			SM(d17:2(4E,8Z)/6 keto-PGF1alpha)	
HMDB0290415			SM(d17:2(4E,8Z)/PGF2alpha)	
HMDB0290416			SM(d17:2(4E,8Z)/PGJ2)	
HMDB0290417			SM(d17:2(4E,8Z)/LTE4)	
HMDB0290418			SM(d17:2(4E,8Z)/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290419			SM(d17:2(4E,8Z)/TXB2)	
HMDB0290420			SM(d17:2(4E,8Z)/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290421			SM(d17:2(4E,8Z)/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290422			SM(d17:2(4E,8Z)/5-iso PGF2VI)	
HMDB0290423			SM(d17:2(4E,8Z)/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290424			SM(d17:2(4E,8Z)/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290425			SM(d17:2(4E,8Z)/18:2(10E,12Z)+=O(9))	
HMDB0290426			SM(d17:2(4E,8Z)/18:2(9Z,11E)+=O(13))	
HMDB0290427			SM(d17:2(4E,8Z)/18:1(12Z)-2OH(9,10))	
HMDB0290428			SM(d17:2(4E,8Z)/18:1(12Z)-O(9S,10R))	
HMDB0290429			SM(d17:2(4E,8Z)/18:1(9Z)-O(12,13))	
HMDB0290430			SM(d17:2(4E,8Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290431			SM(d17:2(4E,8Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290432			SM(d17:2(4E,8Z)/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290433			SM(d17:2(4E,8Z)/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290434			SM(d17:2(4E,8Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290435			SM(d17:2(4E,8Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290436			SM(d17:2(4E,8Z)/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290437			SM(d17:2(4E,8Z)/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290438			SM(d17:2(4E,8Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290439			SM(d17:2(4E,8Z)/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290440			SM(d17:2(4E,8Z)/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290441			SM(d17:2(4E,8Z)/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290442			SM(d17:2(4E,8Z)/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290443			SM(d17:2(4E,8Z)/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290444			SM(d17:2(4E,8Z)/18:3(10,12,15)-OH(9))	
HMDB0290445			SM(d17:2(4E,8Z)/18:3(9,11,15)-OH(13))	
HMDB0290446			SM(d17:2(4E,8Z)/PGE1)	
HMDB0290447			SM(d17:2(4E,8Z)/PGD1)	
HMDB0290448			SM(d17:2(4E,8Z)/PGF1alpha)	
HMDB0290449			SM(d17:2(4E,8Z)/20:3(6,8,11)-OH(5))	
HMDB0290450			SM(d18:0/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290451			SM(d18:0/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290452			SM(d18:0/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290453			SM(d18:0/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290454			SM(d18:0/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290455			SM(d18:0/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290456			SM(d18:0/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290457			SM(d18:0/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290458			SM(d18:0/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290459			SM(d18:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290460			SM(d18:0/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290461			SM(d18:0/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290462			SM(d18:0/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290463			SM(d18:0/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290464			SM(d18:0/PGE2)	
HMDB0290465			SM(d18:0/PGD2)	
HMDB0290466			SM(d18:0/6 keto-PGF1alpha)	
HMDB0290467			SM(d18:0/PGF2alpha)	
HMDB0290468			SM(d18:0/PGJ2)	
HMDB0290469			SM(d18:0/LTE4)	
HMDB0290470			SM(d18:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290471			SM(d18:0/TXB2)	
HMDB0290472			SM(d18:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290473			SM(d18:0/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290474			SM(d18:0/5-iso PGF2VI)	
HMDB0290475			SM(d18:0/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290476			SM(d18:0/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290477			SM(d18:0/18:2(10E,12Z)+=O(9))	
HMDB0290478			SM(d18:0/18:2(9Z,11E)+=O(13))	
HMDB0290479			SM(d18:0/18:1(12Z)-2OH(9,10))	
HMDB0290480			SM(d18:0/18:1(12Z)-O(9S,10R))	
HMDB0290481			SM(d18:0/18:1(9Z)-O(12,13))	
HMDB0290482			SM(d18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290483			SM(d18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290484			SM(d18:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290485			SM(d18:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290486			SM(d18:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290487			SM(d18:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290488			SM(d18:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290489			SM(d18:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290490			SM(d18:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290491			SM(d18:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290492			SM(d18:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290493			SM(d18:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290494			SM(d18:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290495			SM(d18:0/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290496			SM(d18:0/18:3(10,12,15)-OH(9))	
HMDB0290497			SM(d18:0/18:3(9,11,15)-OH(13))	
HMDB0290498			SM(d18:0/PGE1)	
HMDB0290499			SM(d18:0/PGD1)	
HMDB0290500			SM(d18:0/PGF1alpha)	
HMDB0290501			SM(d18:0/20:3(6,8,11)-OH(5))	
HMDB0290502			SM(d18:1/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290503			SM(d18:1/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290504			SM(d18:1/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290505			SM(d18:1/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290506			SM(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290507			SM(d18:1/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290508			SM(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290509			SM(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290510			SM(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290511			SM(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290512			SM(d18:1/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290513			SM(d18:1/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290514			SM(d18:1/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290515			SM(d18:1/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290516			SM(d18:1/PGE2)	
HMDB0290517			SM(d18:1/PGD2)	
HMDB0290518			SM(d18:1/6 keto-PGF1alpha)	
HMDB0290519			SM(d18:1/PGF2alpha)	
HMDB0290520			SM(d18:1/PGJ2)	
HMDB0290521			SM(d18:1/LTE4)	
HMDB0290522			SM(d18:1/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290523			SM(d18:1/TXB2)	
HMDB0290524			SM(d18:1/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290525			SM(d18:1/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290526			SM(d18:1/5-iso PGF2VI)	
HMDB0290527			SM(d18:1/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290528			SM(d18:1/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290529			SM(d18:1/18:2(10E,12Z)+=O(9))	
HMDB0290530			SM(d18:1/18:2(9Z,11E)+=O(13))	
HMDB0290531			SM(d18:1/18:1(12Z)-2OH(9,10))	
HMDB0290532			SM(d18:1/18:1(12Z)-O(9S,10R))	
HMDB0290533			SM(d18:1/18:1(9Z)-O(12,13))	
HMDB0290534			SM(d18:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290535			SM(d18:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290536			SM(d18:1/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290537			SM(d18:1/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290538			SM(d18:1/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290539			SM(d18:1/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290540			SM(d18:1/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290541			SM(d18:1/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290542			SM(d18:1/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290543			SM(d18:1/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290544			SM(d18:1/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290545			SM(d18:1/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290546			SM(d18:1/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290547			SM(d18:1/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290548			SM(d18:1/18:3(10,12,15)-OH(9))	
HMDB0290549			SM(d18:1/18:3(9,11,15)-OH(13))	
HMDB0290550			SM(d18:1/PGE1)	
HMDB0290551			SM(d18:1/PGD1)	
HMDB0290552			SM(d18:1/PGF1alpha)	
HMDB0290553			SM(d18:1/20:3(6,8,11)-OH(5))	
HMDB0290554			SM(d18:2(4E,14Z)/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290555			SM(d18:2(4E,14Z)/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290556			SM(d18:2(4E,14Z)/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290557			SM(d18:2(4E,14Z)/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290558			SM(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290559			SM(d18:2(4E,14Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290560			SM(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290561			SM(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290562			SM(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290563			SM(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290564			SM(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290565			SM(d18:2(4E,14Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290566			SM(d18:2(4E,14Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290567			SM(d18:2(4E,14Z)/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290568			SM(d18:2(4E,14Z)/PGE2)	
HMDB0290569			SM(d18:2(4E,14Z)/PGD2)	
HMDB0290570			SM(d18:2(4E,14Z)/6 keto-PGF1alpha)	
HMDB0290571			SM(d18:2(4E,14Z)/PGF2alpha)	
HMDB0290572			SM(d18:2(4E,14Z)/PGJ2)	
HMDB0290573			SM(d18:2(4E,14Z)/LTE4)	
HMDB0290574			SM(d18:2(4E,14Z)/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290575			SM(d18:2(4E,14Z)/TXB2)	
HMDB0290576			SM(d18:2(4E,14Z)/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290577			SM(d18:2(4E,14Z)/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290578			SM(d18:2(4E,14Z)/5-iso PGF2VI)	
HMDB0290579			SM(d18:2(4E,14Z)/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290580			SM(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290581			SM(d18:2(4E,14Z)/18:2(10E,12Z)+=O(9))	
HMDB0290582			SM(d18:2(4E,14Z)/18:2(9Z,11E)+=O(13))	
HMDB0290583			SM(d18:2(4E,14Z)/18:1(12Z)-2OH(9,10))	
HMDB0290584			SM(d18:2(4E,14Z)/18:1(12Z)-O(9S,10R))	
HMDB0290585			SM(d18:2(4E,14Z)/18:1(9Z)-O(12,13))	
HMDB0290586			SM(d18:2(4E,14Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290587			SM(d18:2(4E,14Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290588			SM(d18:2(4E,14Z)/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290589			SM(d18:2(4E,14Z)/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290590			SM(d18:2(4E,14Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290591			SM(d18:2(4E,14Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290592			SM(d18:2(4E,14Z)/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290593			SM(d18:2(4E,14Z)/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290594			SM(d18:2(4E,14Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290595			SM(d18:2(4E,14Z)/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290596			SM(d18:2(4E,14Z)/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290597			SM(d18:2(4E,14Z)/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290598			SM(d18:2(4E,14Z)/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290599			SM(d18:2(4E,14Z)/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290600			SM(d18:2(4E,14Z)/18:3(10,12,15)-OH(9))	
HMDB0290601			SM(d18:2(4E,14Z)/18:3(9,11,15)-OH(13))	
HMDB0290602			SM(d18:2(4E,14Z)/PGE1)	
HMDB0290603			SM(d18:2(4E,14Z)/PGD1)	
HMDB0290604			SM(d18:2(4E,14Z)/PGF1alpha)	
HMDB0290605			SM(d18:2(4E,14Z)/20:3(6,8,11)-OH(5))	
HMDB0290606			SM(d19:0/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290607			SM(d19:0/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290608			SM(d19:0/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290609			SM(d19:0/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290610			SM(d19:0/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290611			SM(d19:0/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290612			SM(d19:0/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290613			SM(d19:0/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290614			SM(d19:0/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290615			SM(d19:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290616			SM(d19:0/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290617			SM(d19:0/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290618			SM(d19:0/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290619			SM(d19:0/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290620			SM(d19:0/PGE2)	
HMDB0290621			SM(d19:0/PGD2)	
HMDB0290622			SM(d19:0/6 keto-PGF1alpha)	
HMDB0290623			SM(d19:0/PGF2alpha)	
HMDB0290624			SM(d19:0/PGJ2)	
HMDB0290625			SM(d19:0/LTE4)	
HMDB0290626			SM(d19:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290627			SM(d19:0/TXB2)	
HMDB0290628			SM(d19:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290629			SM(d19:0/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290630			SM(d19:0/5-iso PGF2VI)	
HMDB0290631			SM(d19:0/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290632			SM(d19:0/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290633			SM(d19:0/18:2(10E,12Z)+=O(9))	
HMDB0290634			SM(d19:0/18:2(9Z,11E)+=O(13))	
HMDB0290635			SM(d19:0/18:1(12Z)-2OH(9,10))	
HMDB0290636			SM(d19:0/18:1(12Z)-O(9S,10R))	
HMDB0290637			SM(d19:0/18:1(9Z)-O(12,13))	
HMDB0290638			SM(d19:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290639			SM(d19:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290640			SM(d19:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290641			SM(d19:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290642			SM(d19:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290643			SM(d19:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290644			SM(d19:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290645			SM(d19:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290646			SM(d19:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290647			SM(d19:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290648			SM(d19:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290649			SM(d19:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290650			SM(d19:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
