LipidMaps	HMDB
LMGP10010442	HMDB0115039
LMGP10010530	HMDB0115093
LMGP10010548	HMDB0115106
LMGP10010571	HMDB0115541
LMGP10010879	HMDB0114934
LMGP10010883	HMDB0114890
LMGP10010915	HMDB0114815
LMGP04010213	HMDB0010592
LMGP04010403	HMDB0010676
LMGP03010136	HMDB0112315
LMGP03010212	HMDB0112358
LMGP04010907	HMDB0010572
LMGP03010407	HMDB0012411
LMGP01012130	HMDB0007890
LMGP01030141	HMDB0011296
LMGP01030148	HMDB0011324
LMGP01012190	HMDB0008334
LMGP12010408	HMDB0056742
LMGP12010457	HMDB0111328
LMGP12010475	HMDB0056428
LMGP12010477	HMDB0056662
LMGP12010657	HMDB0056671
LMGP12010771	HMDB0057178
LMGP12011154	HMDB0058983
LMGP12011225	HMDB0058967
LMGP12011280	HMDB0058369
LMGP12011302	HMDB0059079
LMGP12010001	HMDB0010692
LMGP10010021	HMDB0114771
LMGP12010006	HMDB0056580
LMGP10010016	HMDB0115010
LMGP10050006	HMDB07853
LMGP02050011	HMDB0011507
LMGP01011664	HMDB0008182
LMGP01011807	HMDB0008295
LMGP01011870	HMDB0008396
LMGP01011932	HMDB0008495
LMGP01012037	HMDB0008590
LMGP01012100	HMDB0008723
LMGP01030053	HMDB0011240
LMGP02010678	HMDB0009108
LMGP02010864	HMDB0009269
LMGP02010900	HMDB0009306
LMGP02010913	HMDB0009354
LMGP01030072	HMDB0011258
LMGP02011017	HMDB0009483
LMGP02011030	HMDB0009493
LMGP02011153	HMDB0009695
LMGP02010982	HMDB0009462
LMGP10010332	HMDB0115518
LMGP10010357	HMDB0115521
LMGP02030055	HMDB0011384
LMGP02050025	HMDB0011520
LMGP10010520	HMDB0115529
LMGP10010609	HMDB0115497
LMGP10010624	HMDB0115148
LMGP10010689	HMDB0115232
LMGP10010706	HMDB0115245
LMGP10010718	HMDB0115256
LMGP10010720	HMDB0115259
LMGP10010762	HMDB0115300
LMGP10010778	HMDB0115311
LMGP10010834	HMDB0115413
LMGP10070003	HMDB0011154
LMGP06010332	HMDB0009856
LMGP04010388	HMDB0010669
LMGP04010879	HMDB0010640
LMGP03010114	HMDB0012343
LMGP03010160	HMDB0112339
LMGP03010339	HMDB0112420
LMGP03010392	HMDB0112460
LMGP03010396	HMDB0112465
LMGP03010531	HMDB0112541
LMGP03010578	HMDB0112579
LMGP03010356	HMDB0112429
LMGP03010386	HMDB0112455
LMGP03010789	HMDB0112788
LMGP03010821	HMDB0112864
LMGP03010801	HMDB0112797
LMGP03010802	HMDB0112798
LMGP03010917	HMDB0112281
LMGP03010957	HMDB0112411
LMGP03010926	HMDB0012337
LMGP01030142	HMDB0011297
LMGP01012179	HMDB0008211
LMGP01012212	HMDB0008467
LMGP01012166	HMDB0008118
LMGP01012189	HMDB0008316
LMGP01012207	HMDB0008414
LMGP12010111	HMDB0111944
LMGP12010303	HMDB0057145
LMGP12010469	HMDB0111888
LMGP12010518	HMDB0056993
LMGP12010528	HMDB0111826
LMGP12010781	HMDB0058699
LMGP06010001	HMDB0009783
LMGP01050026	HMDB0010384
LMGP10010027	HMDB0000674
LMGP02050012	HMDB0011511
LMGP02050010	HMDB0011504
LMGP01011653	HMDB0008171
LMGP01011668	HMDB0008185
LMGP01011879	HMDB0008402
LMGP01011633	HMDB0008146
LMGP01011707	HMDB0008233
LMGP01030032	HMDB0011213
LMGP02010461	HMDB0008898
LMGP02010638	HMDB0009054
LMGP02011038	HMDB0009504
LMGP02011117	HMDB0009590
LMGP02030010	HMDB0011336
LMGP10010577	HMDB0115545
LMGP10010593	HMDB0115564
LMGP10010654	HMDB0115202
LMGP10010771	HMDB0115307
LMGP10010106	HMDB0114790
LMGP10010882	HMDB0114921
LMGP03010540	HMDB0112547
LMGP03010373	HMDB0112447
LMGP03010803	HMDB0112799
LMGP03010864	HMDB0112514
LMGP03010865	HMDB0112511
LMGP03010900	HMDB0012369
LMGP03010947	HMDB0112525
LMGP03010794	HMDB0112792
LMGP01020277	HMDB0013455
LMGP01012151	HMDB0008074
LMGP01012156	HMDB0008081
LMGP01012167	HMDB0008125
LMGP01020253	HMDB0013459
LMGP12010091	HMDB0111282
LMGP13010032	HMDB0006998
LMGP12010481	HMDB0056940
LMGP12010562	HMDB0058525
LMGP12010856	HMDB0058812
LMGP01050018	HMDB0010382
LMGP01011988	HMDB0008533
LMGP01011910	HMDB0008435
LMGP01011868	HMDB0008394
LMGP01011663	HMDB0008180
LMGP01011639	HMDB0008153
LMGP01050128	HMDB0010387
LMGP02010447	HMDB0008874
LMGP02010524	HMDB0008958
LMGP02010701	HMDB0009134
LMGP01030022	HMDB0011204
LMGP02010877	HMDB0009286
LMGP02010917	HMDB0009359
LMGP02010968	HMDB0009451
LMGP02011160	HMDB0009702
LMGP02011242	HMDB0008838
LMGP10010429	HMDB0115030
LMGP10010437	HMDB0115036
LMGP10010591	HMDB0115563
LMGP10010668	HMDB0115588
LMGP10010669	HMDB0115212
LMGP10010677	HMDB0115228
LMGP10010812	HMDB0115340
LMGP10010510	HMDB0115063
LMGP10010848	HMDB0115239
LMGP10010853	HMDB0115226
LMGP10010867	HMDB0115054
LMGP10010888	HMDB0114876
LMGP10010965	HMDB0115514
LMGP10010976	HMDB0114833
LMGP06010568	HMDB0009887
LMGP04010219	HMDB0010594
LMGP04010352	HMDB0010652
LMGP03010809	HMDB0112804
LMGP03010612	HMDB0012427
LMGP03010660	HMDB0112687
LMGP03010913	HMDB0112323
LMGP03010950	HMDB0112519
LMGP03010842	HMDB0116792
LMGP01012170	HMDB0008139
LMGP01012203	HMDB0008374
LMGP01020275	HMDB0013452
LMGP02050049	HMDB0011485
LMGP12010297	HMDB0056646
LMGP12010444	HMDB0056750
LMGP12010580	HMDB0111999
LMGP12010667	HMDB0058331
LMGP12011123	HMDB0056448
LMGP12011131	HMDB0057179
LMGP12011206	HMDB0057260
LMGP01020110	HMDB0013422
LMGP02010047	HMDB0009154
LMGP10010007	HMDB0007858
LMGP03010025	HMDB0010163
LMGP10050007	HMDB0062321
LMGP01011589	HMDB0008041
LMGP01011634	HMDB0008149
LMGP01011643	HMDB0008164
LMGP01011675	HMDB0008198
LMGP01011900	HMDB0008427
LMGP01011912	HMDB0008437
LMGP01030036	HMDB0011215
LMGP01012003	HMDB0008551
LMGP02010669	HMDB0009097
LMGP02010987	HMDB0009468
LMGP02011131	HMDB0009602
LMGP10020082	HMDB0011145
LMGP02010946	HMDB0009391
LMGP02030020	HMDB0011345
LMGP10010713	HMDB0115252
LMGP10010435	HMDB0115034
LMGP10010516	HMDB0115071
LMGP10010533	HMDB0115095
LMGP10010629	HMDB0115151
LMGP10010712	HMDB0115251
LMGP10010715	HMDB0115253
LMGP04010910	HMDB0010571
LMGP03010134	HMDB0112279
LMGP03010153	HMDB0112330
LMGP03010346	HMDB0012399
LMGP03010427	HMDB0112485
LMGP03010429	HMDB0112487
LMGP03010131	HMDB0012350
LMGP03010836	HMDB0112869
LMGP03010548	HMDB0112553
LMGP03010706	HMDB0112711
LMGP03010807	HMDB0112801
LMGP03010961	HMDB0112375
LMGP03010966	HMDB0112349
LMGP03010970	HMDB0012352
LMGP03010983	HMDB0012332
LMGP03010903	HMDB0012360
LMGP01012214	HMDB0008472
LMGP01012223	HMDB0008566
LMGP01012155	HMDB0008080
LMGP01012237	HMDB0008763
LMGP01012241	HMDB0008794
LMGP01012145	HMDB0008064
LMGP02050063	HMDB0011499
LMGP12010096	HMDB0111769
LMGP12010219	HMDB0111958
LMGP12010765	HMDB0056674
LMGP12010770	HMDB0057004
LMGP12011194	HMDB0112064
LMGP12011218	HMDB0058864
LMGP12011279	HMDB0058338
LMGP02010050	HMDB0009057
LMGP10010036	HMDB0007861
LMGP10010042	HMDB0115346
LMGP01011706	HMDB0008232
LMGP01011788	HMDB0008264
LMGP01011594	HMDB0008053
LMGP01012118	HMDB0008738
LMGP01030068	HMDB0011255
LMGP02010659	HMDB0009089
LMGP02010884	HMDB0009291
LMGP02010923	HMDB0009363
LMGP02050018	HMDB0011510
LMGP02010969	HMDB0009452
LMGP10010371	HMDB0114977
LMGP10010376	HMDB0114980
LMGP10010415	HMDB0115015
LMGP10010418	HMDB0115018
LMGP10010610	HMDB0115575
LMGP10010759	HMDB0115298
LMGP10010815	HMDB0115343
LMGP10010839	HMDB0115418
LMGP10010562	HMDB0115535
LMGP10010945	HMDB0115260
LMGP10010951	HMDB0115073
LMGP10010964	HMDB0114924
LMGP06010851	HMDB0009835
LMGP04010379	HMDB0010665
LMGP03010379	HMDB0112451
LMGP03010394	HMDB0112462
LMGP03010431	HMDB0112488
LMGP03010330	HMDB0112410
LMGP03010716	HMDB0112719
LMGP03010799	HMDB0112795
LMGP03010800	HMDB0112796
LMGP03010952	HMDB0112516
LMGP03010916	HMDB0112282
LMGP01020252	HMDB0013458
LMGP01030131	HMDB0011251
LMGP01012140	HMDB0008022
LMGP13010035	HMDB0007001
LMGP12010340	HMDB0057197
LMGP12010482	HMDB0056990
LMGP12010868	HMDB0112016
LMGP12011195	HMDB0056452
LMGP12011297	HMDB0058968
LMGP01050053	HMDB0010398
LMGP02050001	HMDB0011130
LMGP01011582	HMDB0008032
LMGP01011666	HMDB0008183
LMGP01011698	HMDB0008219
LMGP01012055	HMDB0008603
LMGP01012073	HMDB0008627
LMGP01012089	HMDB0008640
LMGP01020179	HMDB0013403
LMGP02010424	HMDB0008854
LMGP02010675	HMDB0009105
LMGP02010906	HMDB0009351
LMGP02010953	HMDB0009396
LMGP02011083	HMDB0009554
LMGP02010827	HMDB0009221
LMGP10010401	HMDB0115004
LMGP10010560	HMDB0115534
LMGP10010697	HMDB0115235
LMGP10010807	HMDB0115596
LMGP10010818	HMDB0115401
LMGP10050026	HMDB0062305
LMGP10010843	HMDB0115421
LMGP10010924	HMDB0114787
LMGP10010925	HMDB0114785
LMGP10010841	HMDB0115419
LMGP10010954	HMDB0115067
LMGP10010960	HMDB0114931
LMGP06010284	HMDB0009811
LMGP06010881	HMDB0009779
LMGP03010717	HMDB0112721
LMGP04010874	HMDB0010679
LMGP03010951	HMDB0112518
LMGP03010514	HMDB0112515
LMGP03010351	HMDB0112427
LMGP03010408	HMDB0012413
LMGP03010768	HMDB0112768
LMGP03010815	HMDB0112809
LMGP03010710	HMDB0112715
LMGP01012153	HMDB0008078
LMGP01012194	HMDB0008364
LMGP01020260	HMDB0013416
LMGP01012133	HMDB0007920
LMGP12010145	HMDB0111868
LMGP12010454	HMDB0111560
LMGP12010456	HMDB0111807
LMGP12010559	HMDB0058326
LMGP12010626	HMDB0056995
LMGP12011092	HMDB0056757
LMGP12011162	HMDB0111150
LMGP01020014	HMDB0013402
LMGP02010160	HMDB0009039
LMGP02070001	HMDB0011152
LMGP03010044	HMDB0012373
LMGP01011908	HMDB0008433
LMGP01011940	HMDB0008502
LMGP01011597	HMDB0008098
LMGP01011607	HMDB0008110
LMGP01011646	HMDB0008166
LMGP01011713	HMDB0008237
LMGP01012078	HMDB0008630
LMGP01012122	HMDB0008742
LMGP01020234	HMDB0013441
LMGP01011881	HMDB0008404
LMGP02010416	HMDB0008835
LMGP02010530	HMDB0008966
LMGP02010937	HMDB0009384
LMGP02011082	HMDB0009552
LMGP02011084	HMDB0009555
LMGP02011138	HMDB0009683
LMGP02011205	HMDB0008989
LMGP10010541	HMDB0115101
LMGP10010580	HMDB0115550
LMGP10010711	HMDB0115250
LMGP10010788	HMDB0115323
LMGP10010814	HMDB0115342
LMGP10010830	HMDB0115411
LMGP10050029	HMDB0062304
LMGP10010963	HMDB0114926
LMGP10010970	HMDB0114846
LMGP04010359	HMDB0010654
LMGP03010128	HMDB0112278
LMGP03010119	HMDB0012345
LMGP03010197	HMDB0112346
LMGP03010403	HMDB0012410
LMGP03010416	HMDB0012415
LMGP03010782	HMDB0112779
LMGP03010793	HMDB0112791
LMGP03010806	HMDB0112800
LMGP03010830	HMDB0112866
LMGP03010661	HMDB0116774
LMGP03010856	HMDB0112704
LMGP03010922	HMDB0112299
LMGP03010927	HMDB0012336
LMGP01012231	HMDB0008629
LMGP01012205	HMDB0008382
LMGP01012238	HMDB0008766
LMGP12010028	HMDB0111448
LMGP02050059	HMDB0011495
LMGP12010190	HMDB0056694
LMGP12010624	HMDB0056753
LMGP12010778	HMDB0058535
LMGP12010835	HMDB0056443
LMGP12010838	HMDB0056718
LMGP12011088	HMDB0056520
LMGP12011134	HMDB0057256
LMGP01050016	HMDB0010381
LMGP01050035	HMDB0010386
LMGP02010036	HMDB0008993
LMGP02010312	HMDB0008933
LMGP02010297	HMDB0008920
LMGP01011616	HMDB0008130
LMGP01011617	HMDB0008131
LMGP01011618	HMDB0008132
LMGP01011723	HMDB0008246
LMGP01011921	HMDB0008446
LMGP01011938	HMDB0008500
LMGP01030057	HMDB0011241
LMGP02010685	HMDB0009121
LMGP02010824	HMDB0009218
LMGP02010878	HMDB0009287
LMGP02011105	HMDB0009581
LMGP02011124	HMDB0009608
LMGP02030036	HMDB0011368
LMGP10010466	HMDB0115055
LMGP10010775	HMDB0115309
LMGP10010600	HMDB0115495
LMGP10010962	HMDB0007865
LMGP10010876	HMDB0114951
LMGP10010953	HMDB0115069
LMGP03010218	HMDB0112360
LMGP04010377	HMDB0010662
LMGP03010148	HMDB0112326
LMGP03010342	HMDB0012396
LMGP03010437	HMDB0112492
LMGP04010887	HMDB0010601
LMGP03010724	HMDB0112730
LMGP03010956	HMDB0112412
LMGP01012128	HMDB0007884
LMGP01012137	HMDB0007991
LMGP01030132	HMDB0011264
LMGP01020258	HMDB0013414
LMGP02050054	HMDB0011490
LMGP12010109	HMDB0111869
LMGP12010547	HMDB0056432
LMGP12010798	HMDB0112058
LMGP12011107	HMDB0111718
LMGP12011129	HMDB0056947
LMGP12011173	HMDB0058489
LMGP02010140	HMDB0009231
LMGP02010114	HMDB0009228
LMGP02010288	HMDB0009245
LMGP01011588	HMDB0008040
LMGP01011620	HMDB0008134
LMGP01011954	HMDB0008515
LMGP01012058	HMDB0008607
LMGP01012072	HMDB0008626
LMGP01012090	HMDB0008642
LMGP02010412	HMDB0008830
LMGP02010459	HMDB0008896
LMGP02010533	HMDB0008972
LMGP02010854	HMDB0009258
LMGP02010916	HMDB0009358
LMGP02010964	HMDB0009448
LMGP02010980	HMDB0009460
LMGP02050022	HMDB0011516
LMGP02010656	HMDB0009086
LMGP10010411	HMDB0115012
LMGP10010145	HMDB0114817
LMGP10010607	HMDB0115573
LMGP10010831	HMDB0115412
LMGP10010579	HMDB0115548
LMGP10010923	HMDB0114788
LMGP10050035	HMDB0062320
LMGP03010309	HMDB0012375
LMGP03010324	HMDB0012386
LMGP04010960	HMDB0010635
LMGP03010111	HMDB0012341
LMGP03010553	HMDB0112558
LMGP03010703	HMDB0112709
LMGP03010719	HMDB0112724
LMGP03010811	HMDB0116781
LMGP03010879	HMDB0012394
LMGP03010880	HMDB0012392
LMGP03010877	HMDB0012398
LMGP03010948	HMDB0112524
LMGP01012149	HMDB0008072
LMGP01012180	HMDB0008217
LMGP01012235	HMDB0008690
LMGP12010093	HMDB0111513
LMGP12010207	HMDB0111544
LMGP12010223	HMDB0056397
LMGP12010442	HMDB0056708
LMGP12010519	HMDB0057169
LMGP12010550	HMDB0056711
LMGP12011179	HMDB0058795
LMGP12011204	HMDB0057224
LMGP12011212	HMDB0058571
LMGP12011290	HMDB0010252
LMGP01020125	HMDB0013443
LMGP03010024	HMDB0012357
LMGP10010025	HMDB0114841
LMGP02010167	HMDB0009724
LMGP10050028	HMDB0062313
LMGP01011872	HMDB0008397
LMGP01011647	HMDB0008167
LMGP01011692	HMDB0008213
LMGP01012096	HMDB0008649
LMGP01012101	HMDB0008724
LMGP02010407	HMDB0008822
LMGP02010434	HMDB0008862
LMGP02010469	HMDB0008907
LMGP01011998	HMDB0008544
LMGP02010752	HMDB0009193
LMGP02010924	HMDB0009365
LMGP02010930	HMDB0009371
LMGP02050017	HMDB0011508
LMGP02011116	HMDB0009589
LMGP02030060	HMDB0011390
LMGP02011218	HMDB0008964
LMGP02011224	HMDB0008929
LMGP02011201	HMDB0009005
LMGP10010563	HMDB0115536
LMGP10010570	HMDB0115540
LMGP10010576	HMDB0115544
LMGP10010681	HMDB0115230
LMGP04010315	HMDB0010606
LMGP04010330	HMDB0010636
LMGP03010123	HMDB0012348
LMGP04010968	HMDB0010581
LMGP03010338	HMDB0112419
LMGP03010413	HMDB0112471
LMGP03010810	HMDB0112805
LMGP03010769	HMDB0112769
LMGP03010778	HMDB0116779
LMGP02011264	HMDB0009078
LMGP12010080	HMDB0056490
LMGP12010189	HMDB0056639
LMGP12010259	HMDB0056398
LMGP12010483	HMDB0057166
LMGP12010512	HMDB0056516
LMGP12010525	HMDB0010691
LMGP12010532	HMDB0010243
LMGP12010556	HMDB0057212
LMGP12010655	HMDB0056437
LMGP12011216	HMDB0058821
LMGP12011299	HMDB0059045
LMGP01050032	HMDB0002815
LMGP02010106	HMDB0008889
LMGP03010035	HMDB0112345
LMGP01030033	HMDB0011214
LMGP01011624	HMDB0008137
LMGP01011408	HMDB0007925
LMGP01011996	HMDB0008541
LMGP01012065	HMDB0008616
LMGP01011885	HMDB0008406
LMGP01011886	HMDB0011201
LMGP02010428	HMDB0008858
LMGP02010463	HMDB0008899
LMGP02010657	HMDB0009087
LMGP02010853	HMDB0009257
LMGP02011247	HMDB0008828
LMGP02010629	HMDB0008996
LMGP02011135	HMDB0009680
LMGP02011175	HMDB0009263
LMGP02011199	HMDB0009052
LMGP02010989	HMDB0009470
LMGP10010383	HMDB0114985
LMGP10010393	HMDB0114994
LMGP10010518	HMDB0115074
LMGP10010606	HMDB0115572
LMGP10010630	HMDB0115152
LMGP10010638	HMDB0115498
LMGP10010586	HMDB0115557
LMGP10010927	HMDB0114782
LMGP10010958	HMDB0114937
LMGP04010417	HMDB0010685
LMGP04010983	HMDB0010575
LMGP03010410	HMDB0112470
LMGP03010439	HMDB0112494
LMGP03010444	HMDB0112497
LMGP03010564	HMDB0112570
LMGP03010702	HMDB0112708
LMGP03010417	HMDB0012416
LMGP03010910	HMDB0112342
LMGP03010914	HMDB0112322
LMGP03010944	HMDB0112720
LMGP03010980	HMDB0012374
LMGP01012187	HMDB0008310
LMGP01012219	HMDB0008559
LMGP01012224	HMDB0008567
LMGP01012168	HMDB0008136
LMGP01020268	HMDB0013433
LMGP12010043	HMDB0056388
LMGP12010136	HMDB0111498
LMGP13010015	HMDB0006980
LMGP12010445	HMDB0056939
LMGP12010476	HMDB0056514
LMGP12010488	HMDB0058353
LMGP12010523	HMDB0058325
LMGP12010554	HMDB0056994
LMGP12010579	HMDB0111991
LMGP12011101	HMDB0058485
LMGP12011153	HMDB0058963
LMGP12011267	HMDB0056453
LMGP12011281	HMDB0058491
LMGP01020051	HMDB0013406
LMGP02010168	HMDB0009501
LMGP01011907	HMDB0008431
LMGP01011714	HMDB0008238
LMGP01011612	HMDB0008119
LMGP01011652	HMDB0008170
LMGP01011947	HMDB0008508
LMGP01011994	HMDB0008537
LMGP01012110	HMDB0008731
LMGP01030065	HMDB0011249
LMGP02010444	HMDB0008871
LMGP02010928	HMDB0009369
LMGP02011027	HMDB0009492
LMGP02010682	HMDB0009119
LMGP02011174	HMDB0009385
LMGP02011206	HMDB0008986
LMGP02011219	HMDB0008961
LMGP10010150	HMDB0115508
LMGP10010358	HMDB0114963
LMGP10010384	HMDB0114986
LMGP10010388	HMDB0114990
LMGP10010421	HMDB0115021
LMGP10010436	HMDB0115035
LMGP10010344	HMDB0114950
LMGP10010758	HMDB0115297
LMGP10010781	HMDB0115314
LMGP10010789	HMDB0115324
LMGP10010798	HMDB0115330
LMGP10010835	HMDB0115414
LMGP10010880	HMDB0114929
LMGP10010912	HMDB0114835
LMGP10010922	HMDB0114792
LMGP10010705	HMDB0115244
LMGP03010150	HMDB0112327
LMGP03010395	HMDB0112463
LMGP03010418	HMDB0112476
LMGP03010422	HMDB0112479
LMGP03010518	HMDB0112520
LMGP03010534	HMDB0112543
LMGP03010539	HMDB0112545
LMGP03010921	HMDB0112300
LMGP03010958	HMDB0012391
LMGP03010976	HMDB0012358
LMGP01020276	HMDB0013453
LMGP01012186	HMDB0008280
LMGP01012225	HMDB0008568
LMGP01012127	HMDB0007881
LMGP01012147	HMDB0008068
LMGP01012171	HMDB0008148
LMGP02050067	HMDB0011518
LMGP12010022	HMDB0111467
LMGP01050144	HMDB0010406
LMGP12010561	HMDB0010227
LMGP12010651	HMDB0112008
LMGP12010796	HMDB0010269
LMGP12011124	HMDB0056521
LMGP12011189	HMDB0058966
LMGP01050056	HMDB0010404
LMGP01050076	HMDB0011128
LMGP01050082	HMDB0062651
LMGP02010290	HMDB0009494
LMGP02010151	HMDB0009007
LMGP05010002	HMDB0013475
LMGP03010031	HMDB0012380
LMGP01011983	HMDB0008528
LMGP06050011	HMDB0240260
LMGP01011695	HMDB0008216
LMGP01011896	HMDB0008419
LMGP01011925	HMDB0008452
LMGP01012080	HMDB0008632
LMGP01012061	HMDB0008610
LMGP01030058	HMDB0011244
LMGP02010516	HMDB0008953
LMGP02010520	HMDB0008956
LMGP02010835	HMDB0009233
LMGP02010458	HMDB0008894
LMGP02011085	HMDB0009556
LMGP02011150	HMDB0009691
LMGP02011155	HMDB0009698
LMGP02011159	HMDB0009701
LMGP10050034	HMDB0062322
LMGP02011016	HMDB0009482
LMGP02030048	HMDB0011378
LMGP10010394	HMDB0114997
LMGP10010445	HMDB0115527
LMGP10010653	HMDB0115201
LMGP10010659	HMDB0115205
LMGP10010722	HMDB0115262
LMGP10010790	HMDB0115325
LMGP10010820	HMDB0115403
LMGP10010862	HMDB0115075
LMGP10010973	HMDB0114839
LMGP04010346	HMDB0010646
LMGP04010350	HMDB0010649
LMGP04010373	HMDB0010661
LMGP04010408	HMDB0010680
LMGP04010632	HMDB0116584
LMGP03010315	HMDB0112373
LMGP03010414	HMDB0112472
LMGP03010676	HMDB0112701
LMGP03010608	HMDB0112625
LMGP01020263	HMDB0013428
LMGP01012157	HMDB0008082
LMGP01012172	HMDB0008151
LMGP01012183	HMDB0008250
LMGP01012209	HMDB0008459
LMGP01012221	HMDB0008564
LMGP01020245	HMDB0013407
LMGP01012150	HMDB0008073
LMGP12010039	HMDB0111930
LMGP02050036	HMDB0011473
LMGP12010225	HMDB0056643
LMGP12010226	HMDB0056698
LMGP12010560	HMDB0058357
LMGP12011087	HMDB0056447
LMGP12011105	HMDB0058704
LMGP12011190	HMDB0058986
LMGP03010007	HMDB0112267
LMGP02010302	HMDB0008824
LMGP01011651	HMDB0008168
LMGP01011603	HMDB0008106
LMGP01012038	HMDB0008591
LMGP01012039	HMDB0008592
LMGP01012109	HMDB0008730
LMGP01030030	HMDB0011208
LMGP02010420	HMDB0008843
LMGP02010848	HMDB0009254
LMGP02011095	HMDB0009566
LMGP02011163	HMDB0009481
LMGP02050024	HMDB0011522
LMGP02010664	HMDB0009094
LMGP02030011	HMDB0011337
LMGP02030019	HMDB0011344
LMGP02030058	HMDB0011388
LMGP02011157	HMDB0009699
LMGP10010425	HMDB0115027
LMGP10010524	HMDB0115084
LMGP10010827	HMDB0115408
LMGP10010901	HMDB0114859
LMGP03010158	HMDB0116749
LMGP03010512	HMDB0112513
LMGP03010532	HMDB0112542
LMGP03010584	HMDB0112585
LMGP03010662	HMDB0112688
LMGP03010673	HMDB0112698
LMGP03010451	HMDB0112504
LMGP03010884	HMDB0112378
LMGP01012198	HMDB0008368
LMGP01012234	HMDB0008689
LMGP01012176	HMDB0008184
LMGP12010774	HMDB0057253
LMGP12011128	HMDB0056758
LMGP12011288	HMDB0058822
LMGP12011300	HMDB0059064
LMGP02010108	HMDB0008957
LMGP02010291	HMDB0009502
LMGP03010000	HMDB00614
LMGP01011682	HMDB0008201
LMGP01011937	HMDB0008497
LMGP01020229	HMDB0013439
LMGP01030023	HMDB0011205
LMGP01030038	HMDB0011217
LMGP01011878	HMDB0008401
LMGP02010861	HMDB0009264
LMGP02010863	HMDB0009267
LMGP02010869	HMDB0009273
LMGP02010925	HMDB0009366
LMGP02010959	HMDB0009404
LMGP02010714	HMDB0009153
LMGP02011074	HMDB0009548
LMGP02011128	HMDB0009599
LMGP10010399	HMDB0115002
LMGP10010412	HMDB0115013
LMGP10010512	HMDB0115065
LMGP10010525	HMDB0115085
LMGP10010584	HMDB0115553
LMGP10010710	HMDB0115249
LMGP10010961	HMDB0114927
LMGP10010709	HMDB0115248
LMGP04010396	HMDB0010674
LMGP04010875	HMDB0010655
LMGP03010137	HMDB0112316
LMGP03010145	HMDB0112284
LMGP03010446	HMDB0112498
LMGP03010523	HMDB0112530
LMGP03010542	HMDB0112549
LMGP03010663	HMDB0112689
LMGP03010784	HMDB0112781
LMGP03010874	HMDB0012412
LMGP03010899	HMDB0112359
LMGP03010837	HMDB0112870
LMGP10050041	HMDB0007853
LMGP01012136	HMDB0007983
LMGP01012177	HMDB0008191
LMGP01020270	HMDB0013435
LMGP02050071	HMDB0011527
LMGP12010410	HMDB0056965
LMGP12010414	HMDB0057237
LMGP12010568	HMDB0111605
LMGP12010858	HMDB0058855
LMGP12011140	HMDB0058567
LMGP12011161	HMDB0056677
LMGP01050014	HMDB0010380
LMGP10010035	HMDB0114887
LMGP10050015	HMDB0062319
LMGP01011918	HMDB0008442
LMGP01011941	HMDB0008503
LMGP02010433	HMDB0008861
LMGP01012092	HMDB0008643
LMGP01012119	HMDB0008739
LMGP02010440	HMDB0008866
LMGP02010464	HMDB0008900
LMGP02010892	HMDB0009297
LMGP02010905	HMDB0009350
LMGP02010951	HMDB0009394
LMGP02010749	HMDB0009189
LMGP02011099	HMDB0009569
LMGP02011104	HMDB0009580
LMGP02030030	HMDB0011355
LMGP02030040	HMDB0011371
LMGP02030052	HMDB0011380
LMGP02050029	HMDB0011509
LMGP10050023	HMDB0062316
LMGP02011249	HMDB0008825
LMGP10010537	HMDB0115096
LMGP10010568	HMDB0115539
LMGP10010615	HMDB0115580
LMGP10010632	HMDB0115154
LMGP10010672	HMDB0115215
LMGP10010800	HMDB0115332
LMGP10010521	HMDB0115080
LMGP10010856	HMDB0115204
LMGP10010904	HMDB0114842
LMGP10010966	HMDB0114882
LMGP06010324	HMDB0009851
LMGP04010378	HMDB0010664
LMGP04010877	HMDB0010645
LMGP03010224	HMDB0112366
LMGP03010377	HMDB0112448
LMGP03010382	HMDB0112453
LMGP03010573	HMDB0112576
LMGP03010120	HMDB0012346
LMGP03010723	HMDB0112729
LMGP03010820	HMDB0012441
LMGP03010962	HMDB0010164
LMGP03010888	HMDB0012376
LMGP01020250	HMDB0013447
LMGP01012139	HMDB0008016
LMGP01012142	HMDB0008026
LMGP01012220	HMDB0011202
LMGP04010987	HMDB0010574
LMGP13010017	HMDB0006982
LMGP13010019	HMDB0006984
LMGP13010027	HMDB0006993
LMGP02050035	HMDB0011472
LMGP12010079	HMDB0056391
LMGP12010440	HMDB0056513
LMGP12010544	HMDB0111990
LMGP12010552	HMDB0111204
LMGP12011102	HMDB0111712
LMGP12011164	HMDB0056761
LMGP01020064	HMDB0013409
LMGP02010155	HMDB0009488
LMGP01011608	HMDB0008111
LMGP01011632	HMDB0008145
LMGP01011662	HMDB0008179
LMGP01050129	HMDB0010389
LMGP01011877	HMDB0008399
LMGP01011894	HMDB0008415
LMGP01011939	HMDB0008501
LMGP01012002	HMDB0008548
LMGP02010454	HMDB0008888
LMGP01011889	HMDB0008410
LMGP01012116	HMDB0008735
LMGP01030059	HMDB0011245
LMGP02010437	HMDB0008865
LMGP02010698	HMDB0009130
LMGP02010836	HMDB0009236
LMGP02010901	HMDB0009309
LMGP02010935	HMDB0009382
LMGP10010322	HMDB0114922
LMGP02011019	HMDB0009484
LMGP02011086	HMDB0009557
